Geneid,Ensembl,Length
RLIM,ENSG00000131263,31652
RLN1,ENSG00000107018,4947
RLN2,ENSG00000107014,4853
RLN3,ENSG00000171136,3404
RLTPR,,
RMDN1,ENSG00000176623,46101
RMDN2,ENSG00000115841,143956
RMDN3,ENSG00000137824,22156
RMI1,ENSG00000178966,23724
RMI2,ENSG00000175643,132044
RMND1,ENSG00000155906,53261
RMND5A,ENSG00000153561,57751
RMND5B,ENSG00000145916,23173
RNASE1,ENSG00000129538,1657
RNASE10,ENSG00000182545,8348
RNASE11,ENSG00000173464,26993
RNASE12,ENSG00000258436,1304
RNASE13,ENSG00000206150,1990
RNASE2,ENSG00000169385,950
RNASE3,ENSG00000169397,964
RNASE4,ENSG00000258818,18619
RNASE6,ENSG00000169413,1400
RNASE7,ENSG00000165799,1919
RNASE8,ENSG00000173431,634
RNASE9,ENSG00000188655,4955
RNASEH1,ENSG00000171865,16942
RNASEH2A,ENSG00000104889,7139
RNASEH2B,ENSG00000136104,114374
RNASEH2C,ENSG00000172922,6814
RNASEK,ENSG00000219200,2116
RNASEL,ENSG00000135828,15639
RNASET2,ENSG00000026297,35336
RND1,ENSG00000172602,8726
RND2,ENSG00000108830,6820
RND3,ENSG00000115963,70817
RNF10,ENSG00000022840,44109
RNF103,ENSG00000239305,20483
RNF103-CHMP3,ENSG00000249884,215455
RNF11,ENSG00000123091,37823
RNF111,ENSG00000157450,232245
RNF112,ENSG00000128482,6323
RNF113A,ENSG00000125352,1259
RNF113B,ENSG00000139797,1485
RNF114,ENSG00000124226,17557
RNF115,ENSG00000265491,85228
RNF121,ENSG00000137522,68580
RNF122,ENSG00000133874,19417
RNF123,ENSG00000164068,32793
RNF125,ENSG00000101695,69971
RNF126,ENSG00000070423,15708
RNF128,ENSG00000133135,103223
RNF13,ENSG00000082996,152709
RNF130,ENSG00000113269,160463
RNF133,ENSG00000188050,1383
RNF135,ENSG00000181481,28928
RNF138,ENSG00000134758,39691
RNF139,ENSG00000170881,13753
RNF14,ENSG00000013561,31965
RNF141,ENSG00000110315,29662
RNF144A,ENSG00000151692,150901
RNF144B,ENSG00000137393,81529
RNF145,ENSG00000145860,52645
RNF146,ENSG00000118518,21986
RNF148,ENSG00000235631,1255
RNF149,ENSG00000163162,37506
RNF150,ENSG00000170153,353071
RNF151,ENSG00000179580,2153
RNF152,ENSG00000176641,87031
RNF157,ENSG00000141576,98068
RNF165,,
RNF166,ENSG00000158717,9930
RNF167,ENSG00000108523,5226
RNF168,ENSG00000163961,34986
RNF169,ENSG00000166439,93565
RNF17,ENSG00000132972,115753
RNF170,ENSG00000120925,47654
RNF175,ENSG00000145428,49872
RNF180,ENSG00000164197,207579
RNF181,ENSG00000168894,2897
RNF182,ENSG00000180537,55865
RNF183,ENSG00000165188,6284
RNF185,ENSG00000138942,46862
RNF186,ENSG00000178828,1255
RNF187,ENSG00000168159,12518
RNF19A,ENSG00000034677,79160
RNF19B,ENSG00000116514,35880
RNF2,ENSG00000121481,57739
RNF20,ENSG00000155827,29492
RNF208,ENSG00000212864,2045
RNF212,ENSG00000178222,57315
RNF213,ENSG00000173821,137943
RNF214,ENSG00000167257,55276
RNF215,ENSG00000099999,52961
RNF216,ENSG00000011275,161650
RNF217,ENSG00000146373,130197
RNF219,,
RNF220,ENSG00000187147,246540
RNF222,ENSG00000189051,7126
RNF223,ENSG00000237330,3340
RNF224,ENSG00000233198,2733
RNF225,ENSG00000269855,1424
RNF24,ENSG00000101236,88283
RNF25,ENSG00000163481,8141
RNF26,ENSG00000173456,2783
RNF31,ENSG00000092098,13978
RNF32,ENSG00000105982,36911
RNF34,ENSG00000170633,30546
RNF38,ENSG00000137075,151153
RNF39,ENSG00000204618,5584
RNF4,ENSG00000063978,53640
RNF40,ENSG00000103549,14563
RNF41,ENSG00000181852,22097
RNF43,ENSG00000108375,64060
RNF44,ENSG00000146083,11326
RNF5,ENSG00000204308,2389
RNF6,ENSG00000127870,90346
RNF7,ENSG00000114125,9312
RNF8,ENSG00000112130,40756
RNFT1,ENSG00000189050,12522
RNGTT,ENSG00000111880,353730
RNH1,ENSG00000023191,12791
RNLS,ENSG00000184719,310667
RNMT,ENSG00000101654,37897
RNMTL1,,
RNPC3,ENSG00000185946,29565
RNPEP,ENSG00000176393,23776
RNPEPL1,ENSG00000142327,15569
RNPS1,ENSG00000205937,15282
ROBO1,ENSG00000169855,1170760
ROBO2,ENSG00000185008,1743270
ROBO3,ENSG00000154134,16040
ROBO4,ENSG00000154133,14835
ROCK1,ENSG00000067900,167202
ROCK2,ENSG00000134318,168572
ROGDI,ENSG00000067836,5965
ROM1,ENSG00000149489,3395
ROMO1,ENSG00000125995,1731
ROPN1,ENSG00000065371,23658
ROPN1B,ENSG00000114547,14295
ROPN1L,ENSG00000145491,118193
ROR1,ENSG00000185483,407482
ROR2,ENSG00000169071,387150
RORA,ENSG00000069667,741019
RORB,ENSG00000198963,195843
RORC,ENSG00000143365,25775
ROS1,ENSG00000047936,138590
RP1,ENSG00000104237,362299
RP1-139D8.6,,
RP11-1070B7.1,,
RP11-108O10.8,,
RP11-111M22.2,,
RP11-1212A22.4,,
RP11-1236K1.1,,
RP11-1277H1.5,,
RP11-146B14.1,,
RP11-159D12.5,,
RP11-166B2.1,,
RP11-176H8.1,,
RP11-195F19.5,,
RP11-206C20.1,,
RP11-206C20.2,,
RP11-20I23.1,,
RP11-231C14.4,,
RP11-231C18.3,,
RP11-23E10.6,,
RP11-240B13.2,,
RP11-277P12.6,,
RP11-294C11.3,,
RP11-302B13.5,,
RP11-315D16.2,,
RP11-322E11.6,,
RP11-322N21.2,,
RP11-347C12.1,,
RP11-35N6.1,,
RP11-385D13.1,,
RP11-385J1.3,,
RP11-38C17.1,,
RP11-404P21.8,,
RP11-457D20.2,,
RP11-468E2.1,,
RP11-49K24.9,,
RP11-540D14.8,,
RP11-545J16.1,,
RP11-546B8.6,,
RP11-548K23.11,,
RP11-54C4.3,,
RP11-569G13.3,,
RP11-574F21.3,,
RP11-619A10.1,,
RP11-644F5.10,,
RP11-722G7.1,,
RP11-723O4.6,,
RP11-724O16.1,,
RP11-73M18.2,,
RP11-766F14.2,,
RP11-849H4.2,,
RP11-903H12.5,,
RP11-983G14.2,,
RP13-1032I1.10,,
RP13-147D17.3,,
RP13-582O9.6,,
RP1L1,ENSG00000183638,105839
RP2,ENSG00000102218,52313
RP3-509I19.11,,
RP4-559A3.7,,
RP5-1052I5.2,,
RP5-1052M9.5,,
RP5-1182A14.6,,
RP5-850E9.3,,
RP5-864K19.6,,
RP9,ENSG00000164610,14609
RPA1,ENSG00000132383,70381
RPA2,ENSG00000117748,23223
RPA3,ENSG00000106399,83765
RPA4,ENSG00000204086,1560
RPAIN,ENSG00000129197,13667
RPAP1,ENSG00000103932,27103
RPAP2,ENSG00000122484,103029
RPAP3,ENSG00000005175,44790
RPE,ENSG00000197713,19698
RPE65,ENSG00000116745,22282
RPEL1,ENSG00000235376,2130
RPF1,ENSG00000117133,19096
RPF2,ENSG00000197498,46249
RPGR,ENSG00000156313,58382
RPGRIP1,ENSG00000092200,71219
RPGRIP1L,ENSG00000103494,105786
RPH3A,ENSG00000089169,328502
RPH3AL,ENSG00000181031,173988
RPIA,ENSG00000153574,59292
RPL10,ENSG00000147403,19214
RPL10A,ENSG00000198755,2420
RPL10L,ENSG00000165496,772
RPL11,ENSG00000142676,5151
RPL12,ENSG00000197958,4025
RPL13,ENSG00000167526,7198
RPL13A,ENSG00000142541,5548
RPL14,ENSG00000188846,11296
RPL15,ENSG00000174748,7784
RPL17,ENSG00000265681,4219
RPL17-C18ORF32,ENSG00000215472,10799
RPL18,ENSG00000063177,3930
RPL18A,ENSG00000105640,4286
RPL19,ENSG00000108298,4558
RPL21,ENSG00000122026,8327
RPL22,ENSG00000116251,24370
RPL22L1,ENSG00000163584,5528
RPL23,ENSG00000125691,20785
RPL23A,ENSG00000198242,4377
RPL24,ENSG00000114391,5667
RPL26,ENSG00000161970,6560
RPL26L1,ENSG00000037241,20765
RPL27,ENSG00000131469,4701
RPL27A,ENSG00000166441,32028
RPL28,ENSG00000108107,19395
RPL29,ENSG00000162244,2432
RPL3,ENSG00000100316,7520
RPL30,ENSG00000156482,21619
RPL31,ENSG00000071082,21804
RPL32,ENSG00000144713,7098
RPL34,ENSG00000109475,12379
RPL35,ENSG00000136942,4145
RPL35A,ENSG00000182899,6611
RPL36,ENSG00000130255,16935
RPL36A,ENSG00000241343,5332
RPL36AL,ENSG00000165502,2120
RPL37,ENSG00000145592,10008
RPL37A,ENSG00000197756,80384
RPL38,ENSG00000172809,7815
RPL39,ENSG00000198918,5166
RPL39L,ENSG00000163923,60046
RPL3L,ENSG00000140986,13639
RPL4,ENSG00000174444,26518
RPL41,ENSG00000229117,1378
RPL5,ENSG00000122406,9935
RPL6,ENSG00000089009,13675
RPL7,ENSG00000147604,5548
RPL7A,ENSG00000148303,3242
RPL7L1,ENSG00000146223,10310
RPL8,ENSG00000161016,2823
RPL9,ENSG00000163682,7202
RPLP0,ENSG00000089157,4537
RPLP1,ENSG00000137818,3397
RPLP2,ENSG00000177600,13471
RPN1,ENSG00000163902,61108
RPN2,ENSG00000118705,63229
RPP14,ENSG00000163684,18451
RPP21,ENSG00000241370,1760
RPP25,ENSG00000178718,2355
RPP25L,ENSG00000164967,2120
RPP30,ENSG00000148688,37067
RPP38,ENSG00000152464,42699
RPP40,ENSG00000124787,9347
RPRD1A,ENSG00000141425,83190
RPRD1B,ENSG00000101413,94237
RPRD2,ENSG00000163125,113476
RPRM,ENSG00000177519,1425
RPRML,ENSG00000179673,1098
RPS10,ENSG00000124614,8791
RPS11,ENSG00000142534,3344
RPS12,ENSG00000112306,3021
RPS13,ENSG00000110700,3343
RPS14,ENSG00000164587,7318
RPS15,ENSG00000115268,2144
RPS15A,ENSG00000134419,9089
RPS16,ENSG00000105193,2996
RPS17,ENSG00000182774,3788
RPS18,ENSG00000231500,4437
RPS19,ENSG00000105372,12671
RPS19BP1,ENSG00000187051,3680
RPS2,ENSG00000140988,3461
RPS20,ENSG00000008988,7257
RPS21,ENSG00000171858,2587
RPS23,ENSG00000186468,5095
RPS24,ENSG00000138326,23068
RPS25,ENSG00000118181,3217
RPS26,ENSG00000197728,3347
RPS27,ENSG00000177954,1585
RPS27A,ENSG00000143947,6598
RPS27L,ENSG00000185088,32150
RPS28,ENSG00000233927,2668
RPS29,ENSG00000213741,28181
RPS3,ENSG00000149273,27954
RPS3A,ENSG00000145425,5088
RPS4X,ENSG00000198034,21634
RPS4Y1,ENSG00000129824,90399
RPS4Y2,ENSG00000280969,24925
RPS5,ENSG00000083845,14238
RPS6,ENSG00000137154,4568
RPS6KA1,ENSG00000117676,45275
RPS6KA2,ENSG00000071242,497088
RPS6KA3,ENSG00000177189,117609
RPS6KA4,ENSG00000162302,13074
RPS6KA5,ENSG00000100784,212822
RPS6KA6,ENSG00000072133,148011
RPS6KB1,ENSG00000108443,57529
RPS6KB2,ENSG00000175634,6949
RPS6KC1,ENSG00000136643,223542
RPS6KL1,ENSG00000198208,19352
RPS7,ENSG00000171863,5755
RPS8,ENSG00000142937,3529
RPS9,ENSG00000170889,48520
RPSA,ENSG00000168028,19547
RPTN,ENSG00000215853,5634
RPTOR,ENSG00000141564,421553
RPUSD1,ENSG00000007376,3433
RPUSD2,ENSG00000166133,5873
RPUSD3,ENSG00000156990,6801
RPUSD4,ENSG00000165526,9598
RQCD1,,
RRAD,ENSG00000166592,4627
RRAGA,ENSG00000155876,1599
RRAGB,ENSG00000083750,41032
RRAGC,ENSG00000116954,21575
RRAGD,ENSG00000025039,48120
RRAS,ENSG00000126458,4852
RRAS2,ENSG00000133818,86585
RRBP1,ENSG00000125844,68618
RREB1,ENSG00000124782,144565
RRH,ENSG00000180245,21152
RRM1,ENSG00000167325,44226
RRM2,ENSG00000171848,91028
RRM2B,ENSG00000048392,34881
RRN3,ENSG00000085721,34290
RRNAD1,,
RRP1,ENSG00000160214,16245
RRP12,ENSG00000052749,69720
RRP15,ENSG00000067533,52694
RRP1B,ENSG00000160208,36520
RRP36,ENSG00000124541,12564
RRP7A,ENSG00000189306,11872
RRP8,ENSG00000132275,8545
RRP9,ENSG00000114767,8520
RRS1,ENSG00000179041,1720
RS1,ENSG00000102104,32421
RSAD1,ENSG00000136444,7165
RSAD2,ENSG00000134321,32683
RSBN1,ENSG00000081019,50645
RSBN1L,ENSG00000187257,86564
RSC1A1,ENSG00000215695,2321
RSF1,ENSG00000048649,160861
RSG1,,
RSL1D1,ENSG00000171490,17737
RSL24D1,ENSG00000137876,16280
RSPH1,ENSG00000160188,23881
RSPH10B,ENSG00000155026,45153
RSPH10B2,ENSG00000169402,45265
RSPH14,ENSG00000100218,85607
RSPH3,ENSG00000130363,30119
RSPH4A,ENSG00000111834,16507
RSPH6A,ENSG00000104941,19596
RSPH9,ENSG00000172426,28376
RSPO1,ENSG00000169218,24803
RSPO2,ENSG00000147655,184475
RSPO3,ENSG00000146374,80819
RSPO4,ENSG00000101282,43921
RSPRY1,ENSG00000159579,54343
RSRC1,ENSG00000174891,440060
RSRC2,ENSG00000111011,23647
RSRP1,ENSG00000117616,95997
RSU1,ENSG00000148484,226853
RTBDN,ENSG00000132026,12886
RTCA,ENSG00000137996,26610
RTCB,ENSG00000100220,24690
RTEL1,ENSG00000258366,38444
RTEL1-TNFRSF6B,ENSG00000026036,39385
RTF1,ENSG00000137815,75156
RTFDC1,,
RTKN,ENSG00000114993,16588
RTKN2,ENSG00000182010,85810
RTL1,ENSG00000254656,23970
RTN1,ENSG00000139970,274821
RTN2,ENSG00000125744,11762
RTN3,ENSG00000133318,78464
RTN4,ENSG00000115310,140435
RTN4IP1,ENSG00000130347,58728
RTN4R,ENSG00000040608,41832
RTN4RL1,ENSG00000185924,90658
RTN4RL2,ENSG00000186907,17007
RTP1,ENSG00000175077,3977
RTP2,ENSG00000198471,4398
RTP3,ENSG00000163825,6340
RTP4,ENSG00000136514,3692
RTP5,ENSG00000188011,4224
RTTN,ENSG00000176225,202998
RUFY1,ENSG00000176783,59471
RUFY2,ENSG00000204130,66207
RUFY3,ENSG00000018189,104416
RUFY4,ENSG00000188282,55625
RUNDC1,ENSG00000198863,14591
RUNDC3A,ENSG00000108309,10729
RUNDC3B,ENSG00000105784,204749
RUNX1,ENSG00000159216,1216867
RUNX1T1,ENSG00000079102,148414
RUNX2,ENSG00000124813,336193
RUNX3,ENSG00000020633,65611
RUSC1,ENSG00000160753,10380
RUSC2,ENSG00000198853,72187
RUVBL1,ENSG00000175792,89137
RUVBL2,ENSG00000183207,22422
RWDD1,ENSG00000111832,26267
RWDD2A,ENSG00000013392,5599
RWDD2B,ENSG00000156253,14977
RWDD3,ENSG00000122481,13497
RWDD4,ENSG00000182552,19569
RXFP1,ENSG00000171509,338062
RXFP2,ENSG00000133105,63864
RXFP3,ENSG00000182631,2533
RXFP4,ENSG00000173080,1450
RXRA,ENSG00000186350,123488
RXRB,ENSG00000204231,7079
RXRG,ENSG00000143171,44434
RYK,ENSG00000163785,185627
RYR1,ENSG00000196218,161583
RYR2,ENSG00000198626,791805
RYR3,ENSG00000198838,555160
S100A1,ENSG00000160678,4119
S100A10,ENSG00000197747,10957
S100A11,ENSG00000163191,15404
S100A12,ENSG00000163221,1911
S100A13,ENSG00000189171,15831
S100A14,ENSG00000189334,2742
S100A16,ENSG00000188643,7131
S100A2,ENSG00000196754,7725
S100A3,ENSG00000188015,2823
S100A4,ENSG00000196154,6524
S100A5,ENSG00000196420,4619
S100A6,ENSG00000197956,1959
S100A7,ENSG00000143556,2908
S100A7A,ENSG00000184330,6703
S100A8,ENSG00000143546,1111
S100A9,ENSG00000163220,3261
S100B,ENSG00000160307,6701
S100G,ENSG00000169906,4513
S100P,ENSG00000163993,3293
S100PBP,ENSG00000116497,42472
S100Z,ENSG00000171643,71650
S1PR1,ENSG00000170989,8348
S1PR2,ENSG00000267534,9899
S1PR3,ENSG00000213694,14293
S1PR4,ENSG00000125910,7987
S1PR5,ENSG00000180739,5190
SAA1,ENSG00000173432,3718
SAA2,ENSG00000134339,9446
SAA2-SAA4,ENSG00000255071,17213
SAA4,ENSG00000148965,5517
SAAL1,ENSG00000166788,36174
SAC3D1,ENSG00000168061,3928
SACM1L,ENSG00000211456,56370
SACS,ENSG00000151835,145075
SAE1,ENSG00000142230,97363
SAFB,ENSG00000160633,45444
SAFB2,ENSG00000130254,37066
SAGE1,ENSG00000181433,22881
SALL1,ENSG00000103449,16702
SALL2,ENSG00000165821,16137
SALL3,ENSG00000256463,22860
SALL4,ENSG00000101115,20191
SAMD1,ENSG00000141858,3186
SAMD10,ENSG00000130590,5893
SAMD12,ENSG00000177570,432658
SAMD13,ENSG00000203943,91592
SAMD14,ENSG00000167100,20121
SAMD15,ENSG00000100583,15475
SAMD3,ENSG00000164483,221111
SAMD4A,ENSG00000020577,227199
SAMD4B,ENSG00000179134,43290
SAMD5,ENSG00000203727,228858
SAMD7,ENSG00000187033,27604
SAMD8,ENSG00000156671,82542
SAMD9,ENSG00000205413,18511
SAMD9L,ENSG00000177409,18330
SAMHD1,ENSG00000101347,61665
SAMM50,ENSG00000100347,55133
SAMSN1,ENSG00000155307,173594
SAP130,ENSG00000136715,86908
SAP18,ENSG00000150459,8979
SAP25,ENSG00000205307,1673
SAP30,ENSG00000164105,7564
SAP30BP,ENSG00000161526,40833
SAP30L,ENSG00000164576,15057
SAPCD1,ENSG00000228727,2196
SAPCD2,ENSG00000186193,8467
SAR1A,ENSG00000079332,23617
SAR1B,ENSG00000152700,48123
SARAF,ENSG00000133872,20206
SARDH,ENSG00000123453,76449
SARM1,ENSG00000004139,39694
SARNP,ENSG00000205323,65286
SARS,,
SARS2,ENSG00000104835,15503
SART1,ENSG00000175467,18449
SART3,ENSG00000075856,39187
SASH1,ENSG00000111961,279741
SASH3,ENSG00000122122,15253
SASS6,ENSG00000156876,49393
SAT1,ENSG00000130066,3038
SAT2,ENSG00000141504,1643
SATB1,ENSG00000182568,100245
SATB2,ENSG00000119042,201783
SATL1,ENSG00000184788,151628
SAV1,ENSG00000151748,36280
SAXO1,ENSG00000155875,190453
SAXO2,ENSG00000188659,22121
SAYSD1,ENSG00000112167,11131
SBDS,ENSG00000126524,8014
SBF1,ENSG00000100241,40705
SBF2,ENSG00000133812,528102
SBK1,ENSG00000188322,64604
SBK2,ENSG00000187550,8535
SBNO1,ENSG00000139697,76076
SBNO2,ENSG00000064932,66660
SBSN,ENSG00000189001,4985
SBSPON,ENSG00000164764,59546
SC5D,ENSG00000109929,20730
SCAF1,ENSG00000126461,18162
SCAF11,ENSG00000139218,72990
SCAF4,ENSG00000156304,61381
SCAF8,ENSG00000213079,108835
SCAI,ENSG00000173611,200921
SCAMP1,ENSG00000085365,120626
SCAMP2,ENSG00000140497,29647
SCAMP3,ENSG00000116521,6455
SCAMP4,ENSG00000227500,20800
SCAMP5,ENSG00000198794,64279
SCAND1,ENSG00000171222,5856
SCAP,ENSG00000114650,63446
SCAPER,ENSG00000140386,558067
SCARA3,ENSG00000168077,43363
SCARA5,ENSG00000168079,122952
SCARB1,ENSG00000073060,105813
SCARB2,ENSG00000138760,75800
SCARF1,ENSG00000074660,11903
SCARF2,ENSG00000244486,13361
SCCPDH,ENSG00000143653,44074
SCD,ENSG00000099194,18330
SCD5,ENSG00000145284,169258
SCEL,ENSG00000136155,111165
SCFD1,ENSG00000092108,115404
SCFD2,ENSG00000184178,493091
SCG2,ENSG00000171951,5422
SCG3,ENSG00000104112,39535
SCG5,ENSG00000166922,55714
SCGB1A1,ENSG00000149021,18093
SCGB1C1,ENSG00000188076,1498
SCGB1C2,ENSG00000268320,1499
SCGB1D1,ENSG00000168515,3324
SCGB1D2,ENSG00000124935,2574
SCGB1D4,ENSG00000197745,2795
SCGB2A1,ENSG00000124939,5271
SCGB2A2,ENSG00000110484,3003
SCGB2B2,ENSG00000205209,86516
SCGB3A1,ENSG00000161055,1395
SCGB3A2,ENSG00000164265,12398
SCGN,ENSG00000079689,49583
SCHIP1,ENSG00000151967,624386
SCIMP,ENSG00000161929,25941
SCIN,ENSG00000006747,89606
SCLT1,ENSG00000151466,228680
SCLY,ENSG00000132330,38490
SCMH1,ENSG00000010803,215105
SCML1,ENSG00000047634,17874
SCML2,ENSG00000102098,115843
SCML4,ENSG00000146285,122164
SCN10A,ENSG00000185313,119485
SCN1A,ENSG00000144285,198166
SCN1B,ENSG00000105711,10009
SCN2A,ENSG00000136531,197318
SCN2B,ENSG00000149575,13834
SCN3A,ENSG00000153253,116525
SCN3B,ENSG00000166257,26058
SCN4A,ENSG00000007314,34365
SCN4B,ENSG00000177098,19512
SCN5A,ENSG00000183873,101687
SCN7A,ENSG00000136546,208011
SCN8A,ENSG00000196876,222599
SCNM1,ENSG00000163156,13633
SCNN1A,ENSG00000111319,37075
SCNN1B,ENSG00000168447,103069
SCNN1D,ENSG00000162572,11594
SCNN1G,ENSG00000166828,34207
SCO1,ENSG00000133028,25902
SCO2,ENSG00000284194,2898
SCOC,ENSG00000153130,128443
SCP2,ENSG00000116171,124423
SCP2D1,ENSG00000132631,596
SCPEP1,ENSG00000121064,28658
SCRG1,ENSG00000164106,25518
SCRIB,ENSG00000180900,24854
SCRN1,ENSG00000136193,70186
SCRN2,ENSG00000141295,4443
SCRN3,ENSG00000144306,34349
SCRT1,ENSG00000261678,5918
SCRT2,ENSG00000215397,14207
SCT,ENSG00000070031,873
SCTR,ENSG00000080293,85463
SCUBE1,ENSG00000159307,146096
SCUBE2,ENSG00000175356,118639
SCUBE3,ENSG00000146197,39222
SCX,ENSG00000260428,2029
SCYL1,ENSG00000142186,13640
SCYL2,ENSG00000136021,74899
SCYL3,ENSG00000000457,47287
SDAD1,ENSG00000198301,50013
SDC1,ENSG00000115884,24638
SDC2,ENSG00000169439,118381
SDC3,ENSG00000162512,39345
SDC4,ENSG00000124145,23138
SDCBP,ENSG00000137575,30877
SDCBP2,ENSG00000125775,19303
SDCCAG3,,
SDCCAG8,ENSG00000054282,244747
SDE2,ENSG00000143751,16649
SDF2,ENSG00000132581,13844
SDF2L1,ENSG00000128228,1998
SDF4,ENSG00000078808,21984
SDHA,ENSG00000073578,38810
SDHAF1,ENSG00000205138,1125
SDHAF2,ENSG00000167985,16798
SDHAF3,ENSG00000196636,64066
SDHAF4,ENSG00000154079,22653
SDHB,ENSG00000117118,35488
SDHC,ENSG00000143252,48826
SDHD,ENSG00000204370,33193
SDPR,,
SDR16C5,ENSG00000170786,20772
SDR39U1,ENSG00000100445,3140
SDR42E1,ENSG00000184860,22628
SDR9C7,ENSG00000170426,11276
SDS,ENSG00000135094,33879
SDSL,ENSG00000139410,20300
SEC11A,ENSG00000140612,46932
SEC11C,ENSG00000166562,19363
SEC13,ENSG00000157020,27993
SEC14L1,ENSG00000129657,128353
SEC14L2,ENSG00000100003,28363
SEC14L3,ENSG00000100012,24098
SEC14L4,ENSG00000133488,16810
SEC14L5,ENSG00000103184,60863
SEC16A,ENSG00000148396,43748
SEC16B,ENSG00000120341,60348
SEC22A,ENSG00000121542,72278
SEC22B,ENSG00000265808,25623
SEC22C,ENSG00000093183,53200
SEC23A,ENSG00000100934,77729
SEC23B,ENSG00000101310,53896
SEC23IP,ENSG00000107651,51972
SEC24A,ENSG00000113615,79322
SEC24B,ENSG00000138802,107295
SEC24C,ENSG00000176986,27808
SEC24D,ENSG00000150961,115862
SEC31A,ENSG00000138674,83086
SEC31B,ENSG00000075826,33226
SEC61A1,ENSG00000058262,20065
SEC61A2,ENSG00000065665,40325
SEC61B,ENSG00000106803,8552
SEC61G,ENSG00000132432,7795
SEC62,ENSG00000008952,31739
SEC63,ENSG00000025796,90554
SECISBP2,ENSG00000187742,45174
SECISBP2L,ENSG00000138593,58002
SECTM1,ENSG00000141574,14495
SEH1L,ENSG00000085415,40535
SEL1L,ENSG00000071537,62317
SEL1L2,ENSG00000101251,147197
SEL1L3,ENSG00000091490,116328
SELE,ENSG00000007908,42066
SELENBP1,ENSG00000143416,8415
SELK,,
SELL,ENSG00000188404,21538
SELM,,
SELO,,
SELP,ENSG00000174175,41773
SELPLG,ENSG00000110876,13482
SELT,,
SELV,,
SEMA3A,ENSG00000075213,537163
SEMA3B,ENSG00000012171,10005
SEMA3C,ENSG00000075223,179842
SEMA3D,ENSG00000153993,191862
SEMA3E,ENSG00000170381,285902
SEMA3F,ENSG00000001617,34064
SEMA3G,ENSG00000010319,12069
SEMA4A,ENSG00000196189,31504
SEMA4B,ENSG00000185033,69076
SEMA4C,ENSG00000168758,14123
SEMA4D,ENSG00000187764,137381
SEMA4F,ENSG00000135622,36409
SEMA4G,ENSG00000095539,16374
SEMA5A,ENSG00000112902,511110
SEMA5B,ENSG00000082684,119814
SEMA6A,ENSG00000092421,132607
SEMA6B,ENSG00000167680,39197
SEMA6C,ENSG00000143434,16129
SEMA6D,ENSG00000137872,590128
SEMA7A,ENSG00000138623,24670
SEMG1,ENSG00000124233,3573
SEMG2,ENSG00000124157,3086
SENP1,ENSG00000079387,66525
SENP2,ENSG00000163904,51056
SENP3,ENSG00000161956,10051
SENP5,ENSG00000119231,66863
SENP6,ENSG00000112701,116773
SENP7,ENSG00000138468,189037
SENP8,ENSG00000166192,29435
SEPHS1,ENSG00000086475,31172
SEPHS2,ENSG00000179918,2244
SEPN1,,
SEPP1,,
SEPSECS,ENSG00000109618,40537
SEPT10,,
SEPT11,,
SEPT12,,
SEPT14,,
SEPT2,,
SEPT3,,
SEPT4,,
SEPT5,,
SEPT6,,
SEPT7,,
SEPT8,,
SEPT9,,
SEPW1,,
SERAC1,ENSG00000122335,58781
SERBP1,ENSG00000142864,22606
SERF1A,ENSG00000172058,17862
SERF1B,ENSG00000205572,17863
SERF2,ENSG00000140264,27341
SERGEF,ENSG00000129158,225005
SERHL2,ENSG00000183569,20771
SERINC1,ENSG00000111897,28507
SERINC2,ENSG00000168528,25116
SERINC3,ENSG00000132824,25874
SERINC5,ENSG00000164300,144821
SERP1,ENSG00000120742,61231
SERP2,ENSG00000151778,24239
SERPINA1,ENSG00000197249,14122
SERPINA10,ENSG00000140093,14529
SERPINA11,ENSG00000186910,10365
SERPINA12,ENSG00000165953,30571
SERPINA2,ENSG00000258597,2383
SERPINA3,ENSG00000196136,12269
SERPINA4,ENSG00000100665,9093
SERPINA5,ENSG00000188488,31679
SERPINA6,ENSG00000170099,19142
SERPINA7,ENSG00000123561,6354
SERPINA9,ENSG00000170054,18409
SERPINB1,ENSG00000021355,9670
SERPINB10,ENSG00000242550,28154
SERPINB11,ENSG00000206072,78854
SERPINB12,ENSG00000166634,26961
SERPINB13,ENSG00000197641,17651
SERPINB2,ENSG00000197632,32197
SERPINB3,ENSG00000057149,8208
SERPINB4,ENSG00000206073,6998
SERPINB5,ENSG00000206075,28141
SERPINB6,ENSG00000124570,24218
SERPINB7,ENSG00000166396,52442
SERPINB8,ENSG00000166401,49751
SERPINB9,ENSG00000170542,16141
SERPINC1,ENSG00000117601,14025
SERPIND1,ENSG00000099937,13610
SERPINE1,ENSG00000106366,17106
SERPINE2,ENSG00000135919,64644
SERPINE3,ENSG00000253309,28963
SERPINF1,ENSG00000132386,15649
SERPINF2,ENSG00000167711,13203
SERPING1,ENSG00000149131,21860
SERPINH1,ENSG00000149257,11224
SERPINI1,ENSG00000163536,90506
SERPINI2,ENSG00000114204,37059
SERTAD1,ENSG00000197019,4404
SERTAD2,ENSG00000179833,119385
SERTAD3,ENSG00000167565,4473
SERTAD4,ENSG00000082497,14036
SERTM1,ENSG00000180440,23959
SESN1,ENSG00000080546,110766
SESN2,ENSG00000130766,23019
SESN3,ENSG00000149212,67029
SESTD1,ENSG00000187231,163155
SET,ENSG00000119335,12977
